report_id,after_tax_irr,after_tax_npv_10_currency,after_tax_npv_10_in_millions,after_tax_npv_5_currency,after_tax_npv_5_in_millions,after_tax_npv_8_currency,after_tax_npv_8_in_millions,aud_usd_exchange_rate,author_company,cad_usd_exchange_rate,capex_currency,commodity_price_currency,company_name,copper_cut_off_grade,copper_cut_off_grade_units,copper_metallurgical_recovery,copper_price,copper_price_currency,copper_price_units,country,deposit_type,effective_date,g_and_a_cost_currency,g_and_a_cost_dollars_per_t_milled,gold_cut_off_grade,gold_cut_off_grade_units,gold_metallurgical_recovery,gold_price,gold_price_currency,gold_price_units,initial_capex_currency,initial_capex_in_millions,iron_cut_off_grade,iron_cut_off_grade_units,iron_metallurgical_recovery,iron_price,iron_price_currency,iron_price_units,is_in_northern_hemisphere,lat,lead_cut_off_grade,lead_cut_off_grade_units,lead_metallurgical_recovery,lead_price,lead_price_currency,lead_price_units,life_of_mine,long,main_currency,mine_type,open_pit_mining_cost_currency,open_pit_mining_cost_dollars_per_t_milled_or_processed,open_pit_mining_cost_dollars_per_t_mined_or_moved,opex_currency,pre_tax_irr,pre_tax_npv_10_currency,pre_tax_npv_10_in_millions,pre_tax_npv_5_currency,pre_tax_npv_5_in_millions,pre_tax_npv_8_currency,pre_tax_npv_8_in_millions,processing_cost_currency,processing_cost_dollars_per_t_milled,processing_method,processing_rate,produces_copper,produces_gold,produces_iron,produces_lead,produces_silver,produces_sulphur,produces_zinc,project_name,silver_cut_off_grade,silver_cut_off_grade_units,silver_metallurgical_recovery,silver_price,silver_price_currency,silver_price_units,stripping_ratio,subdivision,sulphur_cut_off_grade,sulphur_cut_off_grade_units,sulphur_metallurgical_recovery,sulphur_price,sulphur_price_currency,sulphur_price_units,total_material_mined,total_operating_cost_currency,total_operating_cost_dollars_per_t_milled,total_ore_mined,total_waste_mined,underground_mining_cost_currency,underground_mining_cost_dollars_per_t_milled_or_processed,underground_mining_cost_dollars_per_t_mined_or_moved,underground_mining_method,zinc_cut_off_grade,zinc_cut_off_grade_units,zinc_metallurgical_recovery,zinc_price,zinc_price_currency,zinc_price_units
2016-000037284 Continental Gold Inc-f1-02446260_1-2-1,31.2,not mentioned,,USD (American dollars or US dollars),860.2,not mentioned,,,"JDS Energy & Mining, Inc., Mining Associates Ltd., SRK Consulting Inc.",0.75,USD (American dollars or US dollars),USD (American dollars or US dollars),Continental Gold Inc.,N/A,N/A,N/A,N/A,N/A,N/A,Colombia,"['epithermal (low-sulfidation / high-sulfidation / intermediate-sulfidation)', 'porphyry (porphyry copper / porphyry molybdenum / porphyry gold)']",Feb-24-2016,not mentioned,,4.0,g/t,,1200,USD (American dollars or US dollars),$/oz,USD (American dollars or US dollars),389.0,N/A,N/A,N/A,N/A,N/A,N/A,1.0,6.749998188922673,,,,,not mentioned,,14.0,-75.90000096,USD (American dollars or US dollars),underground,N/A,N/A,N/A,USD (American dollars or US dollars),38.0,not mentioned,,USD (American dollars or US dollars),1263.3,not mentioned,,not mentioned,,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'gravity_separation (shaking table / spirals / jigs / sluices / centrifugal concentrators)', 'flotation (froth flotation / bulk flotation / differential flotation / flotation cells)', 'leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)', 'thickening_and_filtration (thickeners / filters / pressure filters / vacuum filters)']",3000.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Buriticá Project,,,59,15.0,USD (American dollars or US dollars),$/oz,N/A,Antioquia,N/A,N/A,N/A,N/A,N/A,N/A,N/A,USD (American dollars or US dollars),100.5,13716.8,N/A,USD (American dollars or US dollars),100.5,,"['longhole_open_stoping (longhole stoping / longhole open stoping / mechanized stoping)', 'cut_and_fill (cut and fill / cemented fill / hydraulic fill / rock fill)', 'shrinkage_stoping (shrinkage stoping / shrinkage stope)']",N/A,N/A,N/A,N/A,N/A,N/A
2016-000038853 Austral Gold Limited-f1-02540988_2-1-1,5.0,USD (American dollars or US dollars),35.8,USD (American dollars or US dollars),37.5,not mentioned,,,Roscoe Postle Associates Inc. (RPA),,USD (American dollars or US dollars),USD (American dollars or US dollars),Austral Gold Limited,N/A,N/A,N/A,N/A,N/A,N/A,Argentina,['epithermal (low-sulfidation / high-sulfidation / intermediate-sulfidation)'],Jun-30-2016,not mentioned,21.53,2.8,g/t,91.2,1200,USD (American dollars or US dollars),$/oz,not mentioned,,N/A,N/A,N/A,N/A,N/A,N/A,0.0,-31.2,N/A,N/A,N/A,N/A,N/A,N/A,4.0,-69.6,USD (American dollars or US dollars),underground,N/A,N/A,N/A,USD (American dollars or US dollars),,USD (American dollars or US dollars),50.241,USD (American dollars or US dollars),52.843,not mentioned,,USD (American dollars or US dollars),37.51,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'gravity_separation (shaking table / spirals / jigs / sluices / centrifugal concentrators)', 'leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)', 'thickening_and_filtration (thickeners / filters / pressure filters / vacuum filters)']",1096.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Casposo Mine,,,83,19,USD (American dollars or US dollars),US$/oz,N/A,San Juan Province,N/A,N/A,N/A,N/A,N/A,N/A,N/A,not mentioned,99.0,972000.0,N/A,USD (American dollars or US dollars),40.07,,['longhole_open_stoping (longhole stoping / longhole open stoping / mechanized stoping)'],N/A,N/A,N/A,N/A,N/A,N/A
2016-000040114 Pershing Gold Corporation-f1-02553974_1-1-1,109.0,USD (American dollars or US dollars),94.4,USD (American dollars or US dollars),121.4,not mentioned,,,Mine Development Associates (MDA),,USD (American dollars or US dollars),USD (American dollars or US dollars),Pershing Gold,N/A,N/A,N/A,N/A,N/A,N/A,United States of America (U.S.A.),"['epithermal (low-sulfidation / high-sulfidation / intermediate-sulfidation)', 'carlin_type (sediment-hosted disseminated Au / Carlin-type gold)', 'orogenic_gold (mesothermal / lode gold / greenstone-hosted quartz veins)']",Jun-02-2016,USD (American dollars or US dollars),0.444,0.005,oz Au/ton,80.3,1250,USD (American dollars or US dollars),USD/oz,USD (American dollars or US dollars),12.23,N/A,N/A,N/A,N/A,N/A,N/A,1.0,40.20416666666667,N/A,N/A,N/A,N/A,N/A,N/A,5.8,-118.1702778,USD (American dollars or US dollars),open pit,USD (American dollars or US dollars),,1.5,USD (American dollars or US dollars),125.0,USD (American dollars or US dollars),123.85,USD (American dollars or US dollars),158.6,not mentioned,,not mentioned,,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)']",14795.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Relief Canyon Gold Project,,,,17,USD (American dollars or US dollars),$/oz,3.45,Nevada,N/A,N/A,N/A,N/A,N/A,N/A,149977.6,not mentioned,11.75,33701.9,116275700,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017-000001691 Hudbay Minerals Inc. ( HudBay Minerals Inc.)-f1-02604944_1-1-2,15.5,USD (American dollars or US dollars),496.0,not mentioned,,USD (American dollars or US dollars),769.0,,Hudbay Minerals Inc.,,USD (American dollars or US dollars),USD (American dollars or US dollars),Hudbay Minerals Inc.,,,80.4,3.0,USD (American dollars or US dollars),$/lb,United States of America,"['porphyry (porphyry copper / porphyry molybdenum / porphyry gold)', 'skarn (Cu / Fe / Zn / Pb / Au / Mo / W skarns)']",Mar-30-2017,not mentioned,1.26,,,,,not mentioned,,USD (American dollars or US dollars),1921.0,N/A,N/A,N/A,N/A,N/A,N/A,1.0,31.83333333333333,N/A,N/A,N/A,N/A,N/A,N/A,19.0,-110.75,USD (American dollars or US dollars),open pit,,,,USD (American dollars or US dollars),,not mentioned,,not mentioned,,not mentioned,,USD (American dollars or US dollars),4.71,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'flotation (froth flotation / bulk flotation / differential flotation / flotation cells)', 'thickening_and_filtration (thickeners / filters / pressure filters / vacuum filters)']",90000.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Rosemont Project,,,75,18.0,USD (American dollars or US dollars),$/oz,2.1,Arizona,N/A,N/A,N/A,N/A,N/A,N/A,1840000,not mentioned,12.34,592000.0,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017-000002068 SOLITARIO EXPLORATION & ROYALTY CORP-f1-02649783_1-1-1,9.7,not mentioned,,not mentioned,,USD (American dollars or US dollars),25.0,,"JDS Energy & Mining, Inc., G.R. Rawsthorne and Associates Inc., Roscoe Postle Associates, Inc., Travis/Peterson Environmental Consulting, Inc.",,USD (American dollars or US dollars),USD (American dollars or US dollars),Zazu Metals Corporation,N/A,N/A,N/A,N/A,N/A,N/A,United States of America,['sedex (sediment-hosted exhalative)'],Mar-03-2014,not mentioned,,N/A,N/A,N/A,N/A,N/A,N/A,USD (American dollars or US dollars),324.7,N/A,N/A,N/A,N/A,N/A,N/A,1.0,,,,69.7,1.013,USD (American dollars or US dollars),$/lb,9.0,,USD (American dollars or US dollars),open pit,not mentioned,,,USD (American dollars or US dollars),12.5,not mentioned,,USD (American dollars or US dollars),130.5,USD (American dollars or US dollars),69.3,USD (American dollars or US dollars),67.66,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'flotation (froth flotation / bulk flotation / differential flotation / flotation cells)']",5500.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Lik Project,,,,19.43,USD (American dollars or US dollars),$/oz,5.1,Alaska,N/A,N/A,N/A,N/A,N/A,N/A,126500000,not mentioned,67.66,17130.0,87000,N/A,N/A,N/A,N/A,,,85,0.92,USD (American dollars or US dollars),$/lb
2017-000002068 SOLITARIO ZINC CORP-f1-02657439_1-1-1,24.7,not mentioned,,not mentioned,,USD (American dollars or US dollars),198.0,,"SRK Consulting (U.S.), Inc.",,USD (American dollars or US dollars),USD (American dollars or US dollars),Minera Bongará S.A.,N/A,N/A,N/A,N/A,N/A,N/A,Peru,['mvt (Mississippi Valley Type)'],Jul-13-2017,USD (American dollars or US dollars),3.5,N/A,N/A,N/A,N/A,N/A,N/A,USD (American dollars or US dollars),213.7,N/A,N/A,N/A,N/A,N/A,N/A,0.0,83.52985409887611,,,72,1.0,USD (American dollars or US dollars),$/lb,13.0,-54.20307135,USD (American dollars or US dollars),underground,N/A,N/A,N/A,USD (American dollars or US dollars),,not mentioned,,not mentioned,,not mentioned,,USD (American dollars or US dollars),12.0,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'flotation (froth flotation / bulk flotation / differential flotation / flotation cells)', 'thickening_and_filtration (thickeners / filters / pressure filters / vacuum filters)']",2500.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Florida Canyon,,,50,16.5,USD (American dollars or US dollars),$/oz,N/A,Bongará Province,N/A,N/A,N/A,N/A,N/A,N/A,N/A,USD (American dollars or US dollars),36.81,11187.0,N/A,USD (American dollars or US dollars),,15.3,"['cut_and_fill (cut and fill / cemented fill / hydraulic fill / rock fill)', 'room_and_pillar (room and pillar / stope and pillar)', 'sublevel_stoping (sublevel stoping / sublevel open stoping)', 'longhole_open_stoping (longhole stoping / longhole open stoping / mechanized stoping)']",,,80,1.2,USD (American dollars or US dollars),$/lb
2017-000002154 Karmin Exploration Inc-f1-02684450_2-1-1,16.8,not mentioned,,not mentioned,,not mentioned,,,Roscoe Postle Associates Inc. (RPA),,USD (American dollars or US dollars),USD (American dollars or US dollars),Mineração Dardanelos Ltda.,,,,3.08,USD (American dollars or US dollars),$/lb,Brazil,['volcanogenic_massive_sulfide (VMS)'],,USD (American dollars or US dollars),2.31,,,82,1471,USD (American dollars or US dollars),$/troy ounce,USD (American dollars or US dollars),354.3,N/A,N/A,N/A,N/A,N/A,N/A,0.0,-10.08333333,,,82,1.01,USD (American dollars or US dollars),$/lb,24.0,-59.41666667,USD (American dollars or US dollars),underground,N/A,N/A,N/A,USD (American dollars or US dollars),18.98,not mentioned,,not mentioned,,not mentioned,,USD (American dollars or US dollars),15.47,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'flotation (froth flotation / bulk flotation / differential flotation / flotation cells)', 'thickening_and_filtration (thickeners / filters / pressure filters / vacuum filters)', 'dewatering (centrifuges / belt presses / drum filters)']",4382.4,1.0,1.0,0.0,1.0,1.0,0.0,1.0,Aripuanã Zinc Project,,,,21.8,USD (American dollars or US dollars),US$/troy ounce,N/A,Mato Grosso,N/A,N/A,N/A,N/A,N/A,N/A,N/A,USD (American dollars or US dollars),38.43,37000.0,N/A,USD (American dollars or US dollars),20.65,,"['cut_and_fill (cut and fill / cemented fill / hydraulic fill / rock fill)', 'longhole_open_stoping (longhole stoping / longhole open stoping / mechanized stoping)', 'stoping_with_backfill (backfilled stopes / paste fill stopes)']",0.6,%,82,1.26,USD (American dollars or US dollars),$/lb
2017-000002178 Silver Standard Resources Inc-f1-02636395_1-1-1,29.1,USD (American dollars or US dollars),115.0,USD (American dollars or US dollars),178.0,not mentioned,,,"Puna Operations Inc. (POI), Silver Standard Resources Inc., Golden Arrow Resources Corporation",,USD (American dollars or US dollars),other/not mentioned,POI,N/A,N/A,N/A,N/A,N/A,N/A,Argentina,['polymetallic_vein (silver-lead-zinc veins / polymetallic vein systems)'],Dec-31-2016,not mentioned,6.69,N/A,N/A,N/A,N/A,N/A,N/A,USD (American dollars or US dollars),81.2,N/A,N/A,N/A,N/A,N/A,N/A,0.0,-22.50361111,,,93,0.95,USD (American dollars or US dollars),$/lb,8.0,-66.26083333,USD (American dollars or US dollars),open pit,USD (American dollars or US dollars),,2.86,USD (American dollars or US dollars),35.2,USD (American dollars or US dollars),162.0,USD (American dollars or US dollars),239.0,not mentioned,,USD (American dollars or US dollars),14.72,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'flotation (froth flotation / bulk flotation / differential flotation / flotation cells)', 'thickening_and_filtration (thickeners / filters / pressure filters / vacuum filters)']",4000.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Chinchillas Silver-Lead-Zinc Project,60,g/t,85,19.5,USD (American dollars or US dollars),$/oz,4.69,province of Jujuy,N/A,N/A,N/A,N/A,N/A,N/A,66596.73,USD (American dollars or US dollars),45.34,11710.0,54890,N/A,N/A,N/A,N/A,,,80,1.0,USD (American dollars or US dollars),$/lb
2017-000003189 LEAGOLD MINING CORPORATION-f1-02582032_1-1-1,107.0,USD (American dollars or US dollars),370.0,USD (American dollars or US dollars),488.0,not mentioned,,,"Stantec Consulting International LLC, EHA Engineering Ltd.",,USD (American dollars or US dollars),USD (American dollars or US dollars),Goldcorp,N/A,N/A,N/A,N/A,N/A,N/A,Mexico,"['skarn (Cu / Fe / Zn / Pb / Au / Mo / W skarns)', 'intrusion_related_gold_system (IRGS)']",Dec-31-2016,USD (American dollars or US dollars),24.39,3.77,g/t,,1200,USD (American dollars or US dollars),$/oz,not mentioned,,N/A,N/A,N/A,N/A,N/A,N/A,1.0,17.873333333333335,N/A,N/A,N/A,N/A,N/A,N/A,8.0,-99.68527778,USD (American dollars or US dollars),hybrid,USD (American dollars or US dollars),,1.56,USD (American dollars or US dollars),,not mentioned,,not mentioned,,not mentioned,,USD (American dollars or US dollars),5.14,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)', 'hydrometallurgical_extraction (solvent extraction / electrowinning / chemical leaching)']",28700.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Los Filos Gold Mine,,,5,4.26,USD (American dollars or US dollars),$/oz,3.58,Guerrero,N/A,N/A,N/A,N/A,N/A,N/A,157181,not mentioned,,40709.0,115000,USD (American dollars or US dollars),,79.13,"['sublevel_caving (sublevel caving / sublevel block caving)', 'cut_and_fill (cut and fill / cemented fill / hydraulic fill / rock fill)']",N/A,N/A,N/A,N/A,N/A,N/A
2017-000003212 Taseko Mines Limited-f1-02591172_1-1-1,37.0,not mentioned,,not mentioned,,not mentioned,,,Taseko Mines Limited,,USD (American dollars or US dollars),USD (American dollars or US dollars),Taseko Mines Limited,0.05,%,69.7,3.0,USD (American dollars or US dollars),$/lb,United States of America,['porphyry (porphyry copper / porphyry molybdenum / porphyry gold)'],Jan-16-2017,USD (American dollars or US dollars),380.0,N/A,N/A,N/A,N/A,N/A,N/A,USD (American dollars or US dollars),204.0,N/A,N/A,N/A,N/A,N/A,N/A,1.0,33.04694444444444,N/A,N/A,N/A,N/A,N/A,N/A,,-111.43,USD (American dollars or US dollars),,N/A,N/A,N/A,USD (American dollars or US dollars),44.0,not mentioned,,not mentioned,,not mentioned,,not mentioned,,"['leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)', 'hydrometallurgical_extraction (solvent extraction / electrowinning / chemical leaching)']",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Florence Copper Project,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Arizona,N/A,N/A,N/A,N/A,N/A,N/A,N/A,not mentioned,,345000.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017-000003827 Arizona Mining Inc-f1-02611788_1-1-1,41.7,not mentioned,,not mentioned,,USD (American dollars or US dollars),1261.0,,AMC Mining Consultants (Canada) Ltd.,,USD (American dollars or US dollars),USD (American dollars or US dollars),Arizona Mining Inc.,N/A,N/A,N/A,N/A,N/A,N/A,USA,['carbonate_replacement (CRD / skarn replacement)'],Mar-29-2017,USD (American dollars or US dollars),2.0,N/A,N/A,N/A,N/A,N/A,N/A,USD (American dollars or US dollars),457.17,N/A,N/A,N/A,N/A,N/A,N/A,1.0,31.466666666666665,,,95.4,0.95,USD (American dollars or US dollars),$/lb,20.0,-110.7166667,USD (American dollars or US dollars),underground,N/A,N/A,N/A,USD (American dollars or US dollars),51.4,not mentioned,,not mentioned,,USD (American dollars or US dollars),1835.0,USD (American dollars or US dollars),10.73,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'flotation (froth flotation / bulk flotation / differential flotation / flotation cells)', 'thickening_and_filtration (thickeners / filters / pressure filters / vacuum filters)', 'dewatering (centrifuges / belt presses / drum filters)']",10000.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,"Hermosa Property, Taylor Zn-Pb-Ag Deposit",,,92.4,20.0,USD (American dollars or US dollars),$/oz,N/A,Arizona,N/A,N/A,N/A,N/A,N/A,N/A,N/A,USD (American dollars or US dollars),48.08,60846.0,N/A,USD (American dollars or US dollars),,35.35,['sublevel_stoping (sublevel stoping / sublevel open stoping)'],,,92.7,1.0,USD (American dollars or US dollars),$/lb
2017-000003878 Resource Capital Gold Corp-f1-02576168_1-1-1,121.0,CAD (Canadian dollars),64.97,CAD (Canadian dollars),89.2,not mentioned,,,"MineTech International Limited, Global Mineral Resource Services (GMRS)",0.75,CAD (Canadian dollars),USD (American dollars or US dollars),Resource Capital Gold Corp.,N/A,N/A,N/A,N/A,N/A,N/A,Canada,['orogenic_gold (mesothermal / lode gold / greenstone-hosted quartz veins)'],Dec-14-2016,not mentioned,,2,g/t,,1250,USD (American dollars or US dollars),$/oz,CAD (Canadian dollars),9.85,N/A,N/A,N/A,N/A,N/A,N/A,1.0,44.97583333333333,N/A,N/A,N/A,N/A,N/A,N/A,10.0,-62.38555556,not mentioned,underground,N/A,N/A,N/A,CAD (Canadian dollars),158.0,not mentioned,,CAD (Canadian dollars),121.1,not mentioned,,CAD (Canadian dollars),25.0,"['gravity_separation (shaking table / spirals / jigs / sluices / centrifugal concentrators)', 'flotation (froth flotation / bulk flotation / differential flotation / flotation cells)']",300.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Dufferin Gold Property,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,not mentioned,,,N/A,not mentioned,,,"['cut_and_fill (cut and fill / cemented fill / hydraulic fill / rock fill)', 'longhole_open_stoping (longhole stoping / longhole open stoping / mechanized stoping)']",N/A,N/A,N/A,N/A,N/A,N/A
2017-000004947 Yorbeau Resources Inc-f1-02711026_2-1-1,12.3,CAD (Canadian dollars),28.419,CAD (Canadian dollars),126.5,CAD (Canadian dollars),60.657,,Roscoe Postle Associates Inc.,0.8,CAD (Canadian dollars),USD (American dollars or US dollars),Yorbeau Resources Inc.,,,85,3.25,USD (American dollars or US dollars),$/lb,Canada,['volcanogenic_massive_sulfide (VMS)'],Dec-06-2017,CAD (Canadian dollars),7.4,,,69,1500,USD (American dollars or US dollars),$/oz,CAD (Canadian dollars),215.0,N/A,N/A,N/A,N/A,N/A,N/A,1.0,49.861666666666665,N/A,N/A,N/A,N/A,N/A,N/A,15.0,-74.66666667,CAD (Canadian dollars),underground,N/A,N/A,N/A,CAD (Canadian dollars),16.6,CAD (Canadian dollars),98.0,CAD (Canadian dollars),245.0,CAD (Canadian dollars),146.0,CAD (Canadian dollars),27.49,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'magnetic_separation (high intensity magnetic separation / wet magnetic separation / dry magnetic separation)', 'flotation (froth flotation / bulk flotation / differential flotation / flotation cells)', 'thickening_and_filtration (thickeners / filters / pressure filters / vacuum filters)']",2500.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Scott Lake Project,,,45,23,USD (American dollars or US dollars),$/oz,N/A,Québec,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CAD (Canadian dollars),89.02,12000000000.0,N/A,not mentioned,54.14,,"['cut_and_fill (cut and fill / cemented fill / hydraulic fill / rock fill)', 'longhole_open_stoping (longhole stoping / longhole open stoping / mechanized stoping)']",,,87,1.3,USD (American dollars or US dollars),$/lb
2017-000005029 Darnley Bay Resources Limited-f1-02636784_2-1-1,35.0,CAD (Canadian dollars),177.0,CAD (Canadian dollars),273.0,CAD (Canadian dollars),211.0,,"JDS Energy & Mining Inc., Knight Piésold Ltd.",0.75,CAD (Canadian dollars),USD (American dollars or US dollars),Darnley Bay Resources Ltd.,N/A,N/A,N/A,N/A,N/A,N/A,Canada,['mvt (Mississippi Valley Type)'],Apr-18-2017,not mentioned,4.83,N/A,N/A,N/A,N/A,N/A,N/A,CAD (Canadian dollars),154.0,N/A,N/A,N/A,N/A,N/A,N/A,1.0,61.0,,,,1.0,USD (American dollars or US dollars),$/lb,13.0,-114.25,CAD (Canadian dollars),open pit,not mentioned,21.32,4.29,CAD (Canadian dollars),48.0,CAD (Canadian dollars),294.0,CAD (Canadian dollars),428.0,CAD (Canadian dollars),341.0,not mentioned,11.49,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'gravity_separation (shaking table / spirals / jigs / sluices / centrifugal concentrators)', 'flotation (froth flotation / bulk flotation / differential flotation / flotation cells)', 'thickening_and_filtration (thickeners / filters / pressure filters / vacuum filters)']",5720.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Pine Point Project,N/A,N/A,N/A,N/A,N/A,N/A,4.0,Mackenzie Mining Division of the Northwest Territories,N/A,N/A,N/A,N/A,N/A,N/A,146700000,not mentioned,37.64,29500.0,117177661,N/A,N/A,N/A,N/A,,,,1.1,USD (American dollars or US dollars),US$/oz
2017-000005127 NioCorp Developments Ltd-f1-02659647_1-1-1,21.7,not mentioned,,not mentioned,,USD (American dollars or US dollars),1666.0,,"SRK Consulting (U.S.), Inc., Tetra Tech, MineFill Services, Inc., SMH Process Innovation LLC, Olsson Associates, Dahrouge Geological Consulting, Ltd.",,USD (American dollars or US dollars),USD (American dollars or US dollars),NioCorp Developments Ltd.,N/A,N/A,N/A,N/A,N/A,N/A,United States of America,['carbonatite_alkaline_complex (REE / Nb / P / rare earth deposits)'],Jun-30-2017,USD (American dollars or US dollars),8.37,N/A,N/A,N/A,N/A,N/A,N/A,USD (American dollars or US dollars),1088.0,N/A,N/A,N/A,N/A,N/A,N/A,1.0,40.266666666666666,N/A,N/A,N/A,N/A,N/A,N/A,32.0,-96.18333333,USD (American dollars or US dollars),underground,N/A,N/A,N/A,USD (American dollars or US dollars),24.3,not mentioned,,not mentioned,,USD (American dollars or US dollars),2291.0,USD (American dollars or US dollars),111.56,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)', 'hydrometallurgical_extraction (solvent extraction / electrowinning / chemical leaching)', 'thickening_and_filtration (thickeners / filters / pressure filters / vacuum filters)']",2760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Elk Creek Niobium Project,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nebraska,N/A,N/A,N/A,N/A,N/A,N/A,N/A,USD (American dollars or US dollars),168.52,32000.0,N/A,USD (American dollars or US dollars),,39.43,"['longhole_open_stoping (longhole stoping / longhole open stoping / mechanized stoping)', 'stoping_with_backfill (backfilled stopes / paste fill stopes)']",N/A,N/A,N/A,N/A,N/A,N/A
2017-000005232 Miranda Gold Corp-f1-02609051_1-1-1,21.8,USD (American dollars or US dollars),5.28,USD (American dollars or US dollars),14.69,not mentioned,,,"Hard Rock Consulting, LLC",,USD (American dollars or US dollars),USD (American dollars or US dollars),Miranda Gold Corp.,N/A,N/A,N/A,N/A,N/A,N/A,United States,['orogenic_gold (mesothermal / lode gold / greenstone-hosted quartz veins)'],Jun-24-2016,not mentioned,17.77,7.0,g/t,91.8,1175,USD (American dollars or US dollars),$/oz,CAD (Canadian dollars),13.556,N/A,N/A,N/A,N/A,N/A,N/A,1.0,61.775,N/A,N/A,N/A,N/A,N/A,N/A,4.5,-149.3416667,not mentioned,underground,N/A,N/A,N/A,,28.1,USD (American dollars or US dollars),20.64,USD (American dollars or US dollars),20.64,not mentioned,,not mentioned,,"['gravity_separation (shaking table / spirals / jigs / sluices / centrifugal concentrators)', 'magnetic_separation (high intensity magnetic separation / wet magnetic separation / dry magnetic separation)']",200.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Lucky Shot Project,,,90,15.0,USD (American dollars or US dollars),$/oz,N/A,Alaska,N/A,N/A,N/A,N/A,N/A,N/A,N/A,not mentioned,306.3,174448.0,N/A,not mentioned,,67.72,['other_unspecified (other / hybrid / not classified)'],N/A,N/A,N/A,N/A,N/A,N/A
2017-000006156 Eros Resources Corp-f1-02688691_1-1-1,24.7,USD (American dollars or US dollars),6.3,USD (American dollars or US dollars),9.31,not mentioned,,,Welsh Hagen Associates,,USD (American dollars or US dollars),USD (American dollars or US dollars),Eros Resources Corp.,N/A,N/A,N/A,N/A,N/A,N/A,,['epithermal (low-sulfidation / high-sulfidation / intermediate-sulfidation)'],Oct-09-2017,USD (American dollars or US dollars),0.8,0.004,oz/t,,1300,USD (American dollars or US dollars),$/oz,USD (American dollars or US dollars),16.82,N/A,N/A,N/A,N/A,N/A,N/A,1.0,39.18194444444444,N/A,N/A,N/A,N/A,N/A,N/A,4.0,-118.1269444,USD (American dollars or US dollars),open pit,not mentioned,,,USD (American dollars or US dollars),41.4,USD (American dollars or US dollars),13.76,USD (American dollars or US dollars),17.64,not mentioned,,USD (American dollars or US dollars),4.15,"['crushing_and_grinding (jaw crusher / cone crusher / SAG mill / ball mill / rod mill)', 'leaching (cyanidation / heap leaching / agitation leaching / in-situ leaching)']",5000.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Bell Mountain Project,,,,17.5,USD (American dollars or US dollars),$/oz,0.4,Nevada,N/A,N/A,N/A,N/A,N/A,N/A,8665.2,not mentioned,7.5,4906.6,3758.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
